,CD_UNIDADE,DESC_UNIDADE,CD_EQUIPAMENTO,CD_OPERADOR,DT_HORA_INI,DT_HORA_FIM,CD_OPERACAO,DESC_OPERACAO,CD_GRP_OPERACAO,DESC_GRP_OPERACAO,VL_HR_OPERACIONAL,CD_FAZENDA,CD_GRP_EQUIPAMENTO,DESC_GRP_EQUIPAMENTO,VL_VELOCIDADE_MEDIA,CD_TP_EQUIPAMENTO,INFA_EXT_DT,VL_ESPACAMENTO_IMPLEMENTO,DESC_APLICACAO,HORA_INI,HORA_FIM,Personalizar
201,6,TROPICAL,63375,99999,2021-10-29T09:31:00.0000000,2021-10-29T09:37:50.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.1139,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,5.66,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
202,3,ITUIUTABA,36226,551055,2021-10-29T09:33:56.0000000,2021-10-29T09:37:49.0000000,634,BASCULANDO / TRANSBORDAGEM,53,PRODUTIVA,0.0647,4051,2,302 - FRT COLHEITA MECANIZADA ITT,3.08,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
203,3,ITUIUTABA,36273,35550,2021-10-29T09:37:08.0000000,2021-10-29T09:37:46.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0106,4051,2,302 - FRT COLHEITA MECANIZADA ITT,3.3,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
204,3,ITUIUTABA,36279,550059,2021-10-29T09:37:32.0000000,2021-10-29T09:37:45.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0036,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.86,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
205,6,TROPICAL,63892,99999,2021-10-29T09:36:59.0000000,2021-10-29T09:37:44.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0125,4019,605,605 - FRT COLHEITA MECANIZADA TRP,9.23,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
206,3,ITUIUTABA,36270,550855,2021-10-29T09:37:10.0000000,2021-10-29T09:37:43.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0092,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.64,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
207,3,ITUIUTABA,36311,551292,2021-10-29T09:36:52.0000000,2021-10-29T09:37:43.0000000,631,MANOBRA TRANSBORDO EITO,53,PRODUTIVA,0.0142,4113,1,301 - FRT COLHEITA MECANIZADA ITT,7.18,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
208,3,ITUIUTABA,36330,20727,2021-10-29T09:36:59.0000000,2021-10-29T09:37:42.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0119,4113,1,301 - FRT COLHEITA MECANIZADA ITT,4.96,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
209,6,TROPICAL,63895,34252,2021-10-29T09:33:22.0000000,2021-10-29T09:37:36.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0706,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.18,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
210,4,ITUMBIARA,46157,33855,2021-10-29T09:36:49.0000000,2021-10-29T09:37:34.0000000,631,MANOBRA TRANSBORDO EITO,53,PRODUTIVA,0.0125,4277,21,401 - FRT COLHEITA MECANIZADA ITB,6.32,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
211,6,TROPICAL,6941,150848,2021-10-29T09:36:45.0000000,2021-10-29T09:37:33.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0133,4019,605,605 - FRT COLHEITA MECANIZADA TRP,5.5,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
212,3,ITUIUTABA,36327,22389,2021-10-29T09:36:42.0000000,2021-10-29T09:37:32.0000000,1055,MANOBRA,53,PRODUTIVA,0.0139,4113,1,301 - FRT COLHEITA MECANIZADA ITT,3.6,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
213,3,ITUIUTABA,36279,550059,2021-10-29T09:37:00.0000000,2021-10-29T09:37:32.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0089,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.54,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
214,4,ITUMBIARA,46434,15397,2021-10-29T09:36:39.0000000,2021-10-29T09:37:23.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0122,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.99,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
215,3,ITUIUTABA,36291,550192,2021-10-29T09:31:46.0000000,2021-10-29T09:37:22.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0933,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.98,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
216,3,ITUIUTABA,36270,550855,2021-10-29T09:34:33.0000000,2021-10-29T09:37:10.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0436,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.56,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
217,3,ITUIUTABA,36313,32112,2021-10-29T09:31:41.0000000,2021-10-29T09:37:09.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0911,4113,1,301 - FRT COLHEITA MECANIZADA ITT,7.38,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
218,3,ITUIUTABA,36273,35550,2021-10-29T09:31:35.0000000,2021-10-29T09:37:08.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0925,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.92,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
219,3,ITUIUTABA,36279,550059,2021-10-29T09:34:22.0000000,2021-10-29T09:37:00.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0439,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.71,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
220,3,ITUIUTABA,36330,20727,2021-10-29T09:31:30.0000000,2021-10-29T09:36:59.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0914,4113,1,301 - FRT COLHEITA MECANIZADA ITT,7.47,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
221,6,TROPICAL,63892,99999,2021-10-29T09:35:07.0000000,2021-10-29T09:36:59.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0311,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.68,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
222,3,ITUIUTABA,36311,551292,2021-10-29T09:25:55.0000000,2021-10-29T09:36:52.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.1825,4231,1,301 - FRT COLHEITA MECANIZADA ITT,6.88,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
223,4,ITUMBIARA,46157,33855,2021-10-29T09:35:52.0000000,2021-10-29T09:36:49.0000000,631,MANOBRA TRANSBORDO EITO,53,PRODUTIVA,0.0158,4277,21,401 - FRT COLHEITA MECANIZADA ITB,9.79,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
224,3,ITUIUTABA,36244,20864,2021-10-29T09:36:27.0000000,2021-10-29T09:36:48.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0058,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.66,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
225,6,TROPICAL,6941,150848,2021-10-29T09:34:56.0000000,2021-10-29T09:36:45.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0303,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.57,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
226,3,ITUIUTABA,36327,22389,2021-10-29T09:33:22.0000000,2021-10-29T09:36:42.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0556,4113,1,301 - FRT COLHEITA MECANIZADA ITT,6.83,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
227,3,ITUIUTABA,36316,33583,2021-10-29T09:28:43.0000000,2021-10-29T09:36:40.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.1325,4250,3,303 - FRT COLHEITA MECANIZADA ITT,10.13,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
228,4,ITUMBIARA,46434,15397,2021-10-29T09:36:34.0000000,2021-10-29T09:36:39.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0014,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.56,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
229,3,ITUIUTABA,36326,32253,2021-10-29T09:36:17.0000000,2021-10-29T09:36:36.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0053,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.82,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
230,4,ITUMBIARA,46434,15397,2021-10-29T09:35:45.0000000,2021-10-29T09:36:34.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0136,4277,21,401 - FRT COLHEITA MECANIZADA ITB,2.93,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
231,3,ITUIUTABA,36310,550115,2021-10-29T09:35:24.0000000,2021-10-29T09:36:31.0000000,631,MANOBRA TRANSBORDO EITO,53,PRODUTIVA,0.0186,4250,3,303 - FRT COLHEITA MECANIZADA ITT,7.29,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
232,6,TROPICAL,63964,99999,2021-10-29T09:36:26.0000000,2021-10-29T09:36:28.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0006,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
233,3,ITUIUTABA,36244,20864,2021-10-29T09:35:07.0000000,2021-10-29T09:36:27.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0222,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.74,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
234,6,TROPICAL,63964,99999,2021-10-29T09:36:21.0000000,2021-10-29T09:36:26.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0014,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
235,6,TROPICAL,38822,99999,2021-10-29T09:28:13.0000000,2021-10-29T09:36:26.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.1369,0,699,EQP INATIVO TRP,0.0,3,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
236,6,TROPICAL,63964,99999,2021-10-29T09:35:15.0000000,2021-10-29T09:36:21.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0183,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,4.4,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
237,3,ITUIUTABA,36326,32253,2021-10-29T09:34:53.0000000,2021-10-29T09:36:17.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0233,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.52,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
238,3,ITUIUTABA,38821,99999,2021-10-29T09:27:11.0000000,2021-10-29T09:36:01.0000000,895,DESLOCAMENTO PATIO,8051,AUXILIAR OPERACAO,0.1472,0,7,TRANSPORTE DE CANA ITT,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
239,4,ITUMBIARA,46175,31949,2021-10-29T09:29:28.0000000,2021-10-29T09:35:53.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.1069,4116,36,431 - FRT 01 COLHEITA MUDA ITB,0.0,2,20211029,0,PLANTIO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
240,4,ITUMBIARA,46157,33855,2021-10-29T09:27:30.0000000,2021-10-29T09:35:52.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.1394,4277,21,401 - FRT COLHEITA MECANIZADA ITB,5.45,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
241,4,ITUMBIARA,46159,30347,2021-10-29T09:05:40.0000000,2021-10-29T09:35:46.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5017,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
242,6,TROPICAL,61438,99999,2021-10-29T09:33:09.0000000,2021-10-29T09:35:45.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0433,1059,624,TRANSPORTE DE CANA TRP,2.56,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
243,4,ITUMBIARA,46434,15397,2021-10-29T09:27:13.0000000,2021-10-29T09:35:45.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.1422,4277,21,401 - FRT COLHEITA MECANIZADA ITB,5.42,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
244,6,TROPICAL,61450,332574,2021-10-29T09:21:12.0000000,2021-10-29T09:35:40.0000000,823,FILA PARA DESCARREGAMENTO,6051,PERDIDA,0.2411,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
245,4,ITUMBIARA,46418,31949,2021-10-29T09:35:17.0000000,2021-10-29T09:35:35.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.005,4116,96,MANUTENCAO INTERNA ITB,6.15,1,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
246,3,ITUIUTABA,36310,550115,2021-10-29T09:31:50.0000000,2021-10-29T09:35:24.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0594,4250,3,303 - FRT COLHEITA MECANIZADA ITT,6.37,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
247,4,ITUMBIARA,46418,31949,2021-10-29T09:34:29.0000000,2021-10-29T09:35:17.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0133,4116,96,MANUTENCAO INTERNA ITB,0.0,1,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
248,6,TROPICAL,63964,99999,2021-10-29T09:29:15.0000000,2021-10-29T09:35:15.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.1,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
249,6,TROPICAL,63794,331617,2021-10-29T09:29:47.0000000,2021-10-29T09:35:14.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0908,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,11.64,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
250,4,ITUMBIARA,46164,35083,2021-10-29T09:34:52.0000000,2021-10-29T09:35:13.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0058,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
251,6,TROPICAL,63892,99999,2021-10-29T09:34:32.0000000,2021-10-29T09:35:07.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0097,4019,605,605 - FRT COLHEITA MECANIZADA TRP,6.73,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
252,3,ITUIUTABA,36244,20864,2021-10-29T09:34:13.0000000,2021-10-29T09:35:07.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.015,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.01,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
253,6,TROPICAL,6941,150848,2021-10-29T09:34:18.0000000,2021-10-29T09:34:56.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0106,4019,605,605 - FRT COLHEITA MECANIZADA TRP,3.4,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
254,3,ITUIUTABA,36326,32253,2021-10-29T09:34:13.0000000,2021-10-29T09:34:53.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0111,4231,1,301 - FRT COLHEITA MECANIZADA ITT,4.66,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
255,4,ITUMBIARA,46164,35083,2021-10-29T09:31:03.0000000,2021-10-29T09:34:52.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0636,4277,21,401 - FRT COLHEITA MECANIZADA ITB,8.75,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
256,6,TROPICAL,63376,99999,2021-10-29T09:34:46.0000000,2021-10-29T09:34:48.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0006,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
257,6,TROPICAL,63376,99999,2021-10-29T09:34:30.0000000,2021-10-29T09:34:46.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0044,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
258,3,ITUIUTABA,36269,550509,2021-10-29T09:30:43.0000000,2021-10-29T09:34:40.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0658,4250,3,303 - FRT COLHEITA MECANIZADA ITT,17.36,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
259,3,ITUIUTABA,36270,550855,2021-10-29T09:33:12.0000000,2021-10-29T09:34:33.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0225,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.41,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
260,6,TROPICAL,63892,99999,2021-10-29T09:32:57.0000000,2021-10-29T09:34:32.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0264,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.53,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
261,3,ITUIUTABA,36317,550985,2021-10-29T09:33:31.0000000,2021-10-29T09:34:32.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4051,2,302 - FRT COLHEITA MECANIZADA ITT,10.97,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
262,6,TROPICAL,63376,99999,2021-10-29T09:34:23.0000000,2021-10-29T09:34:30.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0019,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,3.9,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
263,3,ITUIUTABA,36271,10135,2021-10-29T09:34:03.0000000,2021-10-29T09:34:29.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0072,4250,3,303 - FRT COLHEITA MECANIZADA ITT,1.98,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
264,4,ITUMBIARA,46418,31949,2021-10-29T09:34:28.0000000,2021-10-29T09:34:29.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0003,4116,96,MANUTENCAO INTERNA ITB,0.0,1,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
265,4,ITUMBIARA,46418,31949,2021-10-29T09:32:59.0000000,2021-10-29T09:34:28.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0247,4116,96,MANUTENCAO INTERNA ITB,3.56,1,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
266,3,ITUIUTABA,36312,33670,2021-10-29T09:34:03.0000000,2021-10-29T09:34:28.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0069,4250,3,303 - FRT COLHEITA MECANIZADA ITT,5.31,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
267,6,TROPICAL,63376,99999,2021-10-29T09:22:11.0000000,2021-10-29T09:34:23.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.2033,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
268,3,ITUIUTABA,36279,550059,2021-10-29T09:34:12.0000000,2021-10-29T09:34:22.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0028,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.49,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
269,6,TROPICAL,6941,150848,2021-10-29T09:32:33.0000000,2021-10-29T09:34:18.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0292,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.69,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
270,3,ITUIUTABA,36326,32253,2021-10-29T09:23:55.0000000,2021-10-29T09:34:13.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.1717,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.58,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
271,3,ITUIUTABA,36315,18142,2021-10-29T09:30:25.0000000,2021-10-29T09:34:13.0000000,865,FILA UNICA TRANSBORDO,6051,PERDIDA,0.0633,4113,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
272,3,ITUIUTABA,36244,20864,2021-10-29T09:24:24.0000000,2021-10-29T09:34:13.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.1636,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.63,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
273,3,ITUIUTABA,36279,550059,2021-10-29T09:32:32.0000000,2021-10-29T09:34:12.0000000,854,MUDANCA DE AREA RODANDO,8051,AUXILIAR OPERACAO,0.0278,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.6,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
274,6,TROPICAL,6930,32170,2021-10-29T09:34:04.0000000,2021-10-29T09:34:08.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0011,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.01,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
275,4,ITUMBIARA,46155,99999,2021-10-29T09:33:37.0000000,2021-10-29T09:34:06.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0081,4277,21,401 - FRT COLHEITA MECANIZADA ITB,5.11,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
276,6,TROPICAL,6930,32170,2021-10-29T09:33:44.0000000,2021-10-29T09:34:04.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0056,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.01,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
277,3,ITUIUTABA,36271,10135,2021-10-29T09:32:07.0000000,2021-10-29T09:34:03.0000000,1055,MANOBRA,53,PRODUTIVA,0.0322,4250,3,303 - FRT COLHEITA MECANIZADA ITT,0.4,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
278,4,ITUMBIARA,46152,24139,2021-10-29T09:03:55.0000000,2021-10-29T09:34:03.0000000,815,MANUTENCAO CORRETIVA ACIDENTE,51,MANUTENCAO,0.5022,0,22,402 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
279,3,ITUIUTABA,36312,33670,2021-10-29T09:12:06.0000000,2021-10-29T09:34:03.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.3658,4250,3,303 - FRT COLHEITA MECANIZADA ITT,5.88,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
280,6,TROPICAL,63499,99999,2021-10-29T09:33:34.0000000,2021-10-29T09:33:58.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0067,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.11,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
281,3,ITUIUTABA,36226,551055,2021-10-29T09:30:34.0000000,2021-10-29T09:33:56.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0561,4051,2,302 - FRT COLHEITA MECANIZADA ITT,13.23,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
